nohup: ignoring input

   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server

nohup: ignoring input

   INFO  Server running on [http://0.0.0.0:8000].  

  Press Ctrl+C to stop the server

  2026-01-23 14:58:47 /painel/data ................................. ~ 0.13ms
  2026-01-23 14:58:50 /painel/data ................................. ~ 0.12ms
  2026-01-23 14:58:50 /painel/data ................................. ~ 0.03ms
  2026-01-23 14:58:53 /painel/data ................................. ~ 0.15ms
  2026-01-23 14:58:53 /painel/data ................................. ~ 0.05ms
  2026-01-23 14:58:56 /painel/data ................................. ~ 0.17ms
  2026-01-23 14:58:56 /painel/data ................................. ~ 0.03ms
  2026-01-23 14:58:59 /painel/data ................................. ~ 0.08ms
  2026-01-23 14:58:59 /painel/data ................................. ~ 0.05ms
  2026-01-23 14:59:02 /painel/data ................................. ~ 0.11ms
  2026-01-23 14:59:02 /painel/data ................................. ~ 0.03ms
  2026-01-23 14:59:05 /painel/data ................................. ~ 0.09ms
  2026-01-23 14:59:05 /painel/data ................................. ~ 0.02ms
  2026-01-23 14:59:08 /painel/data ................................. ~ 0.18ms
  2026-01-23 14:59:08 /painel/data ................................. ~ 0.03ms
  2026-01-23 14:59:11 /painel/data ................................. ~ 0.16ms
  2026-01-23 14:59:11 /painel/data ................................. ~ 0.06ms
  2026-01-23 14:59:11 /favicon.ico ................................. ~ 0.15ms
  2026-01-23 14:59:11 /favicon.ico ............................... ~ 500.97ms
  2026-01-23 14:59:12 /favicon.ico ..................................... ~ 1s
  2026-01-23 14:59:14 /painel/data ................................. ~ 0.09ms
  2026-01-23 14:59:14 /favicon.ico ............................... ~ 503.78ms
  2026-01-23 14:59:17 /painel/data ................................. ~ 0.10ms
  2026-01-23 14:59:14 /favicon.ico ..................................... ~ 3s
  2026-01-23 14:59:17 /favicon.ico ..................................... ~ 1s
  2026-01-23 14:59:19 /favicon.ico ............................... ~ 501.35ms
  2026-01-23 14:59:20 /painel/data ................................. ~ 0.12ms
  2026-01-23 14:59:20 /home ............................................ ~ 1s
  2026-01-23 14:59:21 /images/triagemico.png ....................... ~ 0.05ms
  2026-01-23 14:59:21 /images/graficoico.png ....................... ~ 0.03ms
  2026-01-23 14:59:21 /images/painel.png ........................... ~ 0.19ms
  2026-01-23 14:59:21 /images/atendenteico.png ..................... ~ 0.18ms
  2026-01-23 14:59:21 /favicon.ico ................................. ~ 0.02ms
  2026-01-23 14:59:23 /painel/data ................................. ~ 0.08ms
  2026-01-23 14:59:25 /queue/atendimento ........................... ~ 0.11ms
  2026-01-23 14:59:25 /queue/tickets/atendimento ................... ~ 0.02ms
  2026-01-23 14:59:26 /favicon.ico ................................. ~ 0.02ms
  2026-01-23 14:59:26 /painel/data ................................. ~ 0.13ms
  2026-01-23 14:59:29 /painel/data ................................. ~ 0.09ms
  2026-01-23 14:59:31 /queue/tickets/atendimento ................... ~ 0.12ms
  2026-01-23 14:59:32 /painel/data ................................. ~ 0.08ms
  2026-01-23 14:59:33 /dashboard ................................... ~ 0.08ms
  2026-01-23 14:59:33 /favicon.ico ................................. ~ 0.05ms
  2026-01-23 14:59:35 /painel/data ................................. ~ 0.15ms
  2026-01-23 14:59:37 /favicon.ico ................................. ~ 0.15ms
  2026-01-23 14:59:38 /painel/data ................................. ~ 0.08ms
  2026-01-23 14:59:37 /home ............................................ ~ 1s
  2026-01-23 14:59:38 /images/triagemico.png ....................... ~ 0.03ms
  2026-01-23 14:59:38 /images/atendenteico.png ..................... ~ 0.02ms
  2026-01-23 14:59:38 /images/graficoico.png ....................... ~ 0.02ms
  2026-01-23 14:59:38 /images/painel.png ........................... ~ 0.11ms
  2026-01-23 14:59:38 /favicon.ico ................................. ~ 0.03ms
  2026-01-23 14:59:40 /queue/atendimento ........................... ~ 0.37ms
  2026-01-23 14:59:40 /queue/tickets/atendimento ................... ~ 0.03ms
  2026-01-23 14:59:40 /favicon.ico ................................. ~ 0.04ms
  2026-01-23 14:59:41 /painel/data ................................. ~ 0.07ms
  2026-01-23 14:59:44 /painel/data ................................. ~ 0.14ms
  2026-01-23 14:59:45 /queue/tickets/atendimento ................... ~ 0.12ms
  2026-01-23 14:59:47 /painel/data ................................. ~ 0.10ms
  2026-01-23 14:59:49 /logout ...................................... ~ 0.11ms
  2026-01-23 14:59:49 / ............................................ ~ 0.03ms
  2026-01-23 14:59:49 /login ....................................... ~ 0.02ms
  2026-01-23 14:59:49 /images/login.png ............................ ~ 0.03ms
  2026-01-23 14:59:49 /favicon.ico ................................. ~ 0.09ms
  2026-01-23 14:59:55 /login ..................................... ~ 500.38ms
  2026-01-23 14:59:55 / ............................................ ~ 0.03ms
  2026-01-23 14:59:56 /images/atendenteico.png ..................... ~ 0.03ms
  2026-01-23 14:59:56 /favicon.ico ................................. ~ 0.02ms
  2026-01-23 15:00:00 /home ........................................ ~ 0.13ms
  2026-01-23 15:00:00 /images/atendenteico.png ..................... ~ 0.08ms
  2026-01-23 15:00:00 /images/triagemico.png ....................... ~ 0.43ms
  2026-01-23 15:00:00 /favicon.ico ................................. ~ 0.02ms
  2026-01-23 15:00:03 /queue/atendimento ........................... ~ 0.08ms
  2026-01-23 15:00:03 /queue/tickets/atendimento ................... ~ 0.05ms
  2026-01-23 15:00:03 /favicon.ico ................................. ~ 0.03ms
  2026-01-23 15:00:08 /queue/tickets/atendimento ................... ~ 0.09ms
  2026-01-23 15:00:10 /painel/data ................................. ~ 0.39ms
  2026-01-23 15:00:13 /queue/tickets/atendimento ................. ~ 500.32ms
  2026-01-23 15:00:18 /queue/tickets/atendimento ................. ~ 500.37ms
  2026-01-23 15:00:23 /queue/tickets/atendimento ................... ~ 0.13ms
  2026-01-23 15:00:23 /favicon.ico ................................. ~ 0.08ms
  2026-01-23 15:00:23 /queue/triagem ................................... ~ 1s
  2026-01-23 15:00:24 /queue/tickets/triagem ....................... ~ 0.03ms
  2026-01-23 15:00:24 /favicon.ico ................................. ~ 0.03ms
  2026-01-23 15:00:29 /queue/tickets/triagem ....................... ~ 0.15ms
  2026-01-23 15:00:34 /queue/tickets/triagem ....................... ~ 0.14ms
  2026-01-23 15:00:38 /queue/triagem/call .......................... ~ 0.09ms
  2026-01-23 15:00:38 /queue/triagem ............................... ~ 0.17ms
  2026-01-23 15:00:38 /queue/tickets/triagem ....................... ~ 0.03ms
  2026-01-23 15:00:38 /favicon.ico ................................. ~ 0.02ms
  2026-01-23 15:00:43 /queue/tickets/triagem ....................... ~ 0.08ms
  2026-01-23 15:00:48 /queue/tickets/triagem ....................... ~ 0.10ms
  2026-01-23 15:00:53 /queue/tickets/triagem ....................... ~ 0.15ms
  2026-01-23 15:00:58 /queue/tickets/triagem ..................... ~ 500.24ms
  2026-01-23 15:01:02 /queue/2/advance ............................. ~ 0.62ms
  2026-01-23 15:01:02 /queue/triagem ............................... ~ 0.03ms
  2026-01-23 15:01:02 /queue/tickets/triagem ....................... ~ 0.16ms
  2026-01-23 15:01:02 /favicon.ico ................................. ~ 0.03ms
  2026-01-23 15:01:07 /queue/tickets/triagem ....................... ~ 0.10ms
  2026-01-23 15:01:10 /painel/data ................................. ~ 0.14ms
  2026-01-23 15:01:12 /queue/tickets/triagem ....................... ~ 0.14ms
  2026-01-23 15:01:16 /queue/atendimento ......................... ~ 500.39ms
  2026-01-23 15:01:16 /queue/tickets/atendimento ................... ~ 0.06ms
  2026-01-23 15:01:16 /favicon.ico ................................. ~ 0.03ms
  2026-01-23 15:01:21 /queue/tickets/atendimento ................... ~ 0.20ms
  2026-01-23 15:01:23 /queue/triagem ............................... ~ 0.08ms
  2026-01-23 15:01:23 /queue/tickets/triagem ....................... ~ 0.02ms
  2026-01-23 15:01:23 /favicon.ico ................................. ~ 0.02ms
  2026-01-23 15:01:28 /queue/tickets/triagem ..................... ~ 500.23ms
  2026-01-23 15:01:33 /queue/tickets/triagem ....................... ~ 0.10ms
  2026-01-23 15:01:38 /queue/tickets/triagem ....................... ~ 0.09ms
  2026-01-23 15:01:43 /queue/tickets/triagem ....................... ~ 0.10ms
  2026-01-23 15:01:48 /queue/tickets/triagem ..................... ~ 500.38ms
  2026-01-23 15:01:53 /queue/tickets/triagem ....................... ~ 0.09ms
  2026-01-23 15:01:54 /ticket/take ................................. ~ 1.73ms
  2026-01-23 15:01:54 /images/regular.png .......................... ~ 0.04ms
  2026-01-23 15:01:54 /images/preferencial.png ..................... ~ 0.20ms
  2026-01-23 15:01:54 /images/bgticket.png ....................... ~ 500.25ms
  2026-01-23 15:01:55 /favicon.ico ................................. ~ 0.03ms
  2026-01-23 15:01:59 /painel/data ................................. ~ 0.17ms
  2026-01-23 15:02:01 /painel/data ................................. ~ 0.10ms
  2026-01-23 15:02:02 /favicon.ico ................................. ~ 0.06ms
  2026-01-23 15:02:02 /favicon.ico ..................................... ~ 2s
  2026-01-23 15:02:04 /painel/data ................................. ~ 0.09ms
  2026-01-23 15:02:07 /painel/data ................................. ~ 0.08ms
  2026-01-23 15:02:04 /queue/tickets/atendimento ....................... ~ 5s
  2026-01-23 15:02:10 /home ........................................ ~ 0.07ms
  2026-01-23 15:02:10 /images/triagemico.png ....................... ~ 0.04ms
  2026-01-23 15:02:10 /images/atendenteico.png ..................... ~ 0.19ms
  2026-01-23 15:02:10 /favicon.ico ................................. ~ 0.02ms
  2026-01-23 15:02:11 /painel/data ................................. ~ 0.20ms
  2026-01-23 15:02:12 /queue/triagem ............................... ~ 0.08ms
  2026-01-23 15:02:12 /queue/tickets/triagem ....................... ~ 0.02ms
  2026-01-23 15:02:12 /favicon.ico ................................. ~ 0.02ms
  2026-01-23 15:02:14 /painel/data ................................. ~ 0.09ms
  2026-01-23 15:02:17 /queue/tickets/triagem ....................... ~ 0.13ms
  2026-01-23 15:02:17 /painel/data ................................. ~ 0.16ms
  2026-01-23 15:02:19 /queue/atendimento ......................... ~ 500.78ms
  2026-01-23 15:02:19 /queue/tickets/atendimento ................... ~ 0.03ms
  2026-01-23 15:02:19 /favicon.ico ................................. ~ 0.03ms
  2026-01-23 15:02:20 /painel/data ................................. ~ 0.09ms
  2026-01-23 15:02:21 /queue/triagem ............................... ~ 0.11ms
  2026-01-23 15:02:22 /queue/tickets/triagem ....................... ~ 0.02ms
  2026-01-23 15:02:22 /favicon.ico ................................. ~ 0.02ms
  2026-01-23 15:02:23 /painel/data ................................. ~ 0.14ms
  2026-01-23 15:02:24 /ticket/take ............................... ~ 500.25ms
  2026-01-23 15:02:24 /images/regular.png .......................... ~ 0.04ms
  2026-01-23 15:02:24 /images/preferencial.png ..................... ~ 0.20ms
  2026-01-23 15:02:25 /images/bgticket.png ....................... ~ 500.32ms
  2026-01-23 15:02:25 /favicon.ico ................................. ~ 0.07ms
  2026-01-23 15:02:26 /painel/data ................................. ~ 0.07ms
  2026-01-23 15:02:29 /painel/data ................................. ~ 0.09ms
  2026-01-23 15:02:32 /painel/data ................................. ~ 0.19ms
  2026-01-23 15:02:35 /painel/data ................................. ~ 0.16ms
  2026-01-23 15:02:38 /painel/data ................................. ~ 0.14ms
  2026-01-23 15:02:41 /painel/data ................................. ~ 0.08ms
  2026-01-23 15:02:44 /painel/data ................................. ~ 0.13ms
  2026-01-23 15:02:47 /painel/data ................................. ~ 0.15ms
  2026-01-23 15:02:50 /painel/data ................................. ~ 0.09ms
  2026-01-23 15:02:53 /painel/data ................................. ~ 0.14ms
  2026-01-23 15:02:56 /painel/data ................................. ~ 0.15ms
  2026-01-23 15:02:59 /painel/data ................................. ~ 0.08ms
  2026-01-23 15:03:02 /painel/data ................................. ~ 0.12ms
  2026-01-23 15:03:05 /painel/data ................................. ~ 0.16ms
  2026-01-23 15:03:10 /painel/data ................................. ~ 0.18ms
  2026-01-23 15:03:58 /favicon.ico ................................. ~ 0.23ms
  2026-01-23 15:03:58 /queue/atendimento ............................... ~ 3s
  2026-01-23 15:04:01 /queue/tickets/atendimento ................... ~ 0.03ms
  2026-01-23 15:04:01 /favicon.ico ................................. ~ 0.02ms
  2026-01-23 15:04:06 /queue/tickets/atendimento ................... ~ 0.09ms
  2026-01-23 15:04:08 /queue/atendimento/call ...................... ~ 0.10ms
  2026-01-23 15:04:08 /queue/atendimento ........................... ~ 0.03ms
  2026-01-23 15:04:08 /queue/tickets/atendimento ................... ~ 0.02ms
  2026-01-23 15:04:08 /favicon.ico ................................. ~ 0.02ms
  2026-01-23 15:04:10 /painel/data ................................. ~ 0.09ms
  2026-01-23 15:04:13 /queue/tickets/atendimento ................... ~ 0.19ms
  2026-01-23 15:04:17 /queue/2/finish .............................. ~ 0.14ms
  2026-01-23 15:04:17 /queue/atendimento ........................... ~ 0.06ms
  2026-01-23 15:04:17 /queue/tickets/atendimento ................... ~ 0.05ms
  2026-01-23 15:04:17 /favicon.ico ................................. ~ 0.02ms
  2026-01-23 15:04:20 /home ........................................ ~ 0.09ms
  2026-01-23 15:04:20 /images/triagemico.png ..................... ~ 500.61ms
  2026-01-23 15:04:20 /images/atendenteico.png ..................... ~ 0.28ms
  2026-01-23 15:04:20 /favicon.ico ................................. ~ 0.02ms
  2026-01-23 15:04:24 /queue/triagem ............................. ~ 500.41ms
  2026-01-23 15:04:24 /queue/tickets/triagem ....................... ~ 0.05ms
  2026-01-23 15:04:24 /favicon.ico ................................. ~ 0.02ms
  2026-01-23 15:04:26 /queue/atendimento ........................... ~ 0.13ms
  2026-01-23 15:04:26 /queue/tickets/atendimento ................... ~ 0.05ms
  2026-01-23 15:04:26 /favicon.ico ................................. ~ 0.06ms
  2026-01-23 15:04:28 /queue/triagem ............................... ~ 0.08ms
  2026-01-23 15:04:28 /queue/tickets/triagem ....................... ~ 0.02ms
  2026-01-23 15:04:28 /favicon.ico ................................. ~ 0.02ms
  2026-01-23 15:04:31 /home ........................................ ~ 0.08ms
  2026-01-23 15:04:32 /images/triagemico.png ..................... ~ 500.41ms
  2026-01-23 15:04:32 /images/atendenteico.png ..................... ~ 0.04ms
  2026-01-23 15:04:32 /favicon.ico ................................. ~ 0.03ms
  2026-01-23 15:04:33 /queue/atendimento ........................... ~ 0.10ms
  2026-01-23 15:04:33 /queue/tickets/atendimento ................... ~ 0.03ms
  2026-01-23 15:04:33 /favicon.ico ................................. ~ 0.02ms
  2026-01-23 15:04:34 /queue/triagem ............................... ~ 0.15ms
  2026-01-23 15:04:34 /queue/tickets/triagem ....................... ~ 0.06ms
  2026-01-23 15:04:34 /favicon.ico ................................. ~ 0.03ms
  2026-01-23 15:04:39 /queue/tickets/triagem ....................... ~ 0.09ms
  2026-01-23 15:04:44 /queue/tickets/triagem ....................... ~ 0.09ms
  2026-01-23 15:04:49 /queue/tickets/triagem ....................... ~ 0.16ms
  2026-01-23 15:04:54 /queue/tickets/triagem ....................... ~ 0.17ms
  2026-01-23 15:04:59 /queue/tickets/triagem ....................... ~ 0.11ms
  2026-01-23 15:05:04 /queue/tickets/triagem ....................... ~ 2.11ms
  2026-01-23 15:05:09 /queue/tickets/triagem ....................... ~ 0.18ms
  2026-01-23 15:05:10 /painel/data ............................... ~ 500.26ms
  2026-01-23 15:05:14 /queue/tickets/triagem ....................... ~ 0.12ms
  2026-01-23 15:05:19 /queue/tickets/triagem ....................... ~ 0.15ms
  2026-01-23 15:05:24 /queue/tickets/triagem ....................... ~ 0.11ms
  2026-01-23 15:05:28 /queue/triagem ............................... ~ 0.11ms
  2026-01-23 15:05:28 /queue/tickets/triagem ....................... ~ 0.03ms
  2026-01-23 15:05:28 /favicon.ico ................................. ~ 0.02ms
  2026-01-23 15:05:33 /queue/tickets/triagem ....................... ~ 1.70ms
  2026-01-23 15:05:36 /ticket/take ............................... ~ 500.42ms
  2026-01-23 15:05:37 /images/regular.png .......................... ~ 0.08ms
  2026-01-23 15:05:37 /images/preferencial.png ..................... ~ 0.25ms
  2026-01-23 15:05:37 /images/bgticket.png ....................... ~ 503.36ms
  2026-01-23 15:05:37 /favicon.ico ................................. ~ 0.03ms
  2026-01-23 15:05:39 /favicon.ico ................................. ~ 0.16ms
  2026-01-23 15:05:39 /queue/tickets/triagem ........................... ~ 5s
  2026-01-23 15:05:49 /queue/tickets/triagem ....................... ~ 0.14ms
  2026-01-23 15:05:54 /queue/tickets/triagem ....................... ~ 0.14ms
  2026-01-23 15:05:59 /queue/tickets/triagem ....................... ~ 0.09ms
  2026-01-23 15:06:04 /queue/tickets/triagem ....................... ~ 0.15ms
  2026-01-23 15:06:09 /queue/tickets/triagem ....................... ~ 1.11ms
  2026-01-23 15:06:10 /painel/data ................................. ~ 0.14ms
  2026-01-23 15:06:14 /queue/tickets/triagem ....................... ~ 0.09ms
  2026-01-23 15:06:19 /queue/tickets/triagem ....................... ~ 0.16ms
  2026-01-23 15:06:24 /queue/tickets/triagem ....................... ~ 0.17ms
  2026-01-23 15:06:29 /queue/tickets/triagem ....................... ~ 0.11ms
  2026-01-23 15:06:34 /queue/tickets/triagem ....................... ~ 0.11ms
  2026-01-23 15:06:39 /queue/tickets/triagem ....................... ~ 0.93ms
  2026-01-23 15:06:44 /queue/tickets/triagem ....................... ~ 0.09ms
  2026-01-23 15:06:49 /queue/tickets/triagem ....................... ~ 0.09ms
  2026-01-23 15:06:54 /queue/tickets/triagem ....................... ~ 0.11ms
  2026-01-23 15:06:59 /queue/tickets/triagem ....................... ~ 0.09ms
  2026-01-23 15:07:04 /queue/tickets/triagem ....................... ~ 0.17ms
  2026-01-23 15:07:09 /queue/tickets/triagem ....................... ~ 0.08ms
  2026-01-23 15:07:10 /painel/data ................................. ~ 0.07ms
  2026-01-23 15:07:14 /queue/tickets/triagem ....................... ~ 0.14ms
  2026-01-23 15:07:19 /queue/tickets/triagem ....................... ~ 0.15ms
  2026-01-23 15:07:24 /queue/tickets/triagem ....................... ~ 0.15ms
  2026-01-23 15:07:29 /queue/tickets/triagem ....................... ~ 0.08ms
  2026-01-23 15:07:34 /queue/tickets/triagem ....................... ~ 0.09ms
  2026-01-23 15:07:39 /queue/tickets/triagem ....................... ~ 0.09ms
  2026-01-23 15:07:44 /queue/tickets/triagem ....................... ~ 0.19ms
  2026-01-23 15:07:49 /queue/tickets/triagem ....................... ~ 0.10ms
  2026-01-23 15:07:54 /queue/tickets/triagem ....................... ~ 0.10ms
  2026-01-23 15:07:59 /queue/tickets/triagem ....................... ~ 0.15ms
  2026-01-23 15:08:04 /queue/tickets/triagem ....................... ~ 0.10ms
  2026-01-23 15:08:09 /queue/tickets/triagem ....................... ~ 2.10ms
  2026-01-23 15:08:10 /painel/data ................................. ~ 0.07ms
  2026-01-23 15:08:14 /queue/tickets/triagem ....................... ~ 0.11ms
  2026-01-23 15:08:19 /queue/tickets/triagem ....................... ~ 0.19ms
  2026-01-23 15:08:24 /queue/tickets/triagem ....................... ~ 0.15ms
  2026-01-23 15:08:29 /queue/tickets/triagem ....................... ~ 0.12ms
  2026-01-23 15:08:34 /queue/tickets/triagem ....................... ~ 0.10ms
  2026-01-23 15:08:39 /queue/tickets/triagem ....................... ~ 0.09ms
  2026-01-23 15:08:44 /queue/tickets/triagem ....................... ~ 0.14ms
  2026-01-23 15:08:49 /queue/tickets/triagem ....................... ~ 0.08ms
  2026-01-23 15:08:54 /queue/tickets/triagem ....................... ~ 0.08ms
  2026-01-23 15:08:59 /queue/tickets/triagem ....................... ~ 0.08ms
  2026-01-23 15:09:04 /queue/tickets/triagem ....................... ~ 0.18ms
  2026-01-23 15:09:09 /queue/tickets/triagem ....................... ~ 0.14ms
  2026-01-23 15:09:10 /painel/data ................................. ~ 0.12ms
  2026-01-23 15:09:14 /queue/tickets/triagem ....................... ~ 0.13ms
  2026-01-23 15:09:19 /queue/tickets/triagem ....................... ~ 0.15ms
  2026-01-23 15:09:24 /queue/tickets/triagem ....................... ~ 0.11ms
  2026-01-23 15:09:29 /queue/tickets/triagem ....................... ~ 0.09ms
  2026-01-23 15:09:34 /queue/tickets/triagem ....................... ~ 0.09ms
  2026-01-23 15:09:39 /queue/tickets/triagem ....................... ~ 0.08ms
  2026-01-23 15:09:44 /queue/tickets/triagem ....................... ~ 0.13ms
  2026-01-23 15:09:49 /queue/tickets/triagem ....................... ~ 0.13ms
  2026-01-23 15:09:54 /queue/tickets/triagem ....................... ~ 0.13ms
  2026-01-23 15:09:59 /queue/tickets/triagem ....................... ~ 0.10ms
  2026-01-23 15:10:04 /queue/tickets/triagem ....................... ~ 0.13ms
  2026-01-23 15:10:09 /queue/tickets/triagem ....................... ~ 1.57ms
  2026-01-23 15:10:10 /painel/data ................................. ~ 0.07ms
  2026-01-23 15:10:14 /queue/tickets/triagem ....................... ~ 0.09ms
  2026-01-23 15:10:19 /queue/tickets/triagem ....................... ~ 0.15ms
  2026-01-23 15:10:24 /queue/tickets/triagem ....................... ~ 0.13ms
  2026-01-23 15:10:29 /queue/tickets/triagem ....................... ~ 0.11ms
  2026-01-23 15:10:34 /queue/tickets/triagem ....................... ~ 0.10ms
  2026-01-23 15:10:39 /queue/tickets/triagem ....................... ~ 0.14ms
  2026-01-23 15:10:44 /queue/tickets/triagem ....................... ~ 0.10ms
  2026-01-23 15:10:49 /queue/tickets/triagem ....................... ~ 0.15ms
  2026-01-23 15:10:54 /queue/tickets/triagem ....................... ~ 0.17ms
  2026-01-23 15:10:59 /queue/tickets/triagem ....................... ~ 0.09ms
  2026-01-23 15:11:04 /queue/tickets/triagem ....................... ~ 0.13ms
  2026-01-23 15:11:09 /queue/tickets/triagem ....................... ~ 0.34ms
  2026-01-23 15:11:10 /painel/data ................................. ~ 0.15ms
  2026-01-23 15:11:14 /queue/tickets/triagem ....................... ~ 0.12ms
  2026-01-23 15:11:19 /queue/tickets/triagem ....................... ~ 0.16ms
  2026-01-23 15:11:24 /queue/tickets/triagem ....................... ~ 1.17ms
  2026-01-23 15:11:29 /queue/tickets/triagem ....................... ~ 0.42ms
  2026-01-23 15:11:34 /queue/tickets/triagem ....................... ~ 0.17ms
  2026-01-23 15:11:39 /queue/tickets/triagem ....................... ~ 0.17ms
  2026-01-23 15:11:44 /queue/tickets/triagem ....................... ~ 0.16ms
  2026-01-23 15:11:49 /queue/tickets/triagem ....................... ~ 0.10ms
  2026-01-23 15:11:54 /queue/tickets/triagem ....................... ~ 0.19ms
  2026-01-23 15:11:59 /queue/tickets/triagem ....................... ~ 0.17ms
  2026-01-23 15:12:04 /queue/tickets/triagem ....................... ~ 0.16ms
  2026-01-23 15:12:09 /queue/tickets/triagem ....................... ~ 0.18ms
  2026-01-23 15:12:10 /painel/data ................................. ~ 0.07ms
  2026-01-23 15:12:14 /queue/tickets/triagem ....................... ~ 0.17ms
  2026-01-23 15:12:19 /queue/tickets/triagem ....................... ~ 0.15ms
  2026-01-23 15:12:24 /queue/tickets/triagem ....................... ~ 0.09ms
  2026-01-23 15:12:29 /queue/tickets/triagem ....................... ~ 0.09ms
  2026-01-23 15:12:34 /queue/tickets/triagem ....................... ~ 0.13ms
  2026-01-23 15:12:39 /queue/tickets/triagem ....................... ~ 0.14ms
  2026-01-23 15:12:44 /queue/tickets/triagem ....................... ~ 0.09ms
  2026-01-23 15:12:49 /queue/tickets/triagem ....................... ~ 0.09ms
  2026-01-23 15:12:54 /queue/tickets/triagem ....................... ~ 0.14ms
  2026-01-23 15:12:59 /queue/tickets/triagem ....................... ~ 0.09ms
  2026-01-23 15:13:04 /queue/tickets/triagem ....................... ~ 0.19ms
  2026-01-23 15:13:09 /queue/tickets/triagem ....................... ~ 2.18ms
  2026-01-23 15:13:10 /painel/data ................................. ~ 0.08ms
  2026-01-23 15:13:14 /queue/tickets/triagem ....................... ~ 0.09ms
  2026-01-23 15:13:19 /queue/tickets/triagem ....................... ~ 0.15ms
  2026-01-23 15:13:24 /queue/tickets/triagem ....................... ~ 0.10ms
  2026-01-23 15:13:29 /queue/tickets/triagem ....................... ~ 0.10ms
  2026-01-23 15:13:34 /queue/tickets/triagem ....................... ~ 0.16ms
  2026-01-23 15:13:39 /queue/tickets/triagem ....................... ~ 0.60ms
  2026-01-23 15:13:44 /queue/tickets/triagem ....................... ~ 0.10ms
  2026-01-23 15:13:49 /queue/tickets/triagem ....................... ~ 0.12ms
  2026-01-23 15:13:54 /queue/tickets/triagem ....................... ~ 0.10ms
  2026-01-23 15:13:59 /queue/tickets/triagem ....................... ~ 0.09ms
  2026-01-23 15:14:04 /queue/tickets/triagem ....................... ~ 0.14ms
  2026-01-23 15:14:09 /queue/tickets/triagem ....................... ~ 0.14ms
  2026-01-23 15:14:10 /painel/data ................................. ~ 0.15ms
  2026-01-23 15:14:14 /queue/tickets/triagem ....................... ~ 0.12ms
  2026-01-23 15:14:19 /queue/tickets/triagem ....................... ~ 0.10ms
  2026-01-23 15:14:24 /queue/tickets/triagem ....................... ~ 0.09ms
  2026-01-23 15:14:29 /queue/tickets/triagem ....................... ~ 0.15ms
  2026-01-23 15:14:34 /queue/tickets/triagem ....................... ~ 0.17ms
  2026-01-23 15:14:39 /queue/tickets/triagem ....................... ~ 0.11ms
  2026-01-23 15:14:44 /queue/tickets/triagem ....................... ~ 0.15ms
  2026-01-23 15:14:49 /queue/tickets/triagem ....................... ~ 0.11ms
  2026-01-23 15:14:54 /queue/tickets/triagem ....................... ~ 0.11ms
  2026-01-23 15:14:59 /queue/tickets/triagem ....................... ~ 0.11ms
  2026-01-23 15:15:04 /queue/tickets/triagem ....................... ~ 0.15ms
  2026-01-23 15:15:09 /queue/tickets/triagem ....................... ~ 0.15ms
  2026-01-23 15:15:10 /painel/data ................................. ~ 0.11ms
  2026-01-23 15:15:14 /queue/tickets/triagem ....................... ~ 0.10ms
  2026-01-23 15:15:19 /queue/tickets/triagem ....................... ~ 0.11ms
  2026-01-23 15:15:24 /queue/tickets/triagem ....................... ~ 0.10ms
  2026-01-23 15:15:29 /queue/tickets/triagem ....................... ~ 0.11ms
  2026-01-23 15:15:34 /queue/tickets/triagem ....................... ~ 0.16ms
  2026-01-23 15:15:39 /queue/tickets/triagem ....................... ~ 0.12ms
  2026-01-23 15:15:44 /queue/tickets/triagem ....................... ~ 0.17ms
  2026-01-23 15:15:49 /queue/tickets/triagem ....................... ~ 0.15ms
  2026-01-23 15:15:54 /queue/tickets/triagem ....................... ~ 0.12ms
  2026-01-23 15:15:59 /queue/tickets/triagem ....................... ~ 0.09ms
  2026-01-23 15:16:04 /queue/tickets/triagem ....................... ~ 0.18ms
  2026-01-23 15:16:09 /queue/tickets/triagem ....................... ~ 0.10ms
  2026-01-23 15:16:10 /painel/data ................................. ~ 0.15ms
  2026-01-23 15:16:14 /queue/tickets/triagem ....................... ~ 0.19ms
  2026-01-23 15:16:19 /queue/tickets/triagem ....................... ~ 0.18ms
  2026-01-23 15:16:24 /queue/tickets/triagem ....................... ~ 0.18ms
  2026-01-23 15:16:29 /queue/tickets/triagem ....................... ~ 0.15ms
  2026-01-23 15:16:34 /queue/tickets/triagem ....................... ~ 0.17ms
  2026-01-23 15:16:39 /queue/tickets/triagem ....................... ~ 0.42ms
  2026-01-23 15:16:44 /queue/tickets/triagem ....................... ~ 0.11ms
  2026-01-23 15:16:49 /queue/tickets/triagem ....................... ~ 0.16ms
  2026-01-23 15:16:54 /queue/tickets/triagem ....................... ~ 0.10ms
  2026-01-23 15:16:59 /queue/tickets/triagem ....................... ~ 0.17ms
  2026-01-23 15:17:04 /queue/tickets/triagem ....................... ~ 0.09ms
  2026-01-23 15:17:09 /queue/tickets/triagem ....................... ~ 0.14ms
  2026-01-23 15:17:10 /painel/data ................................. ~ 0.15ms
  2026-01-23 15:17:14 /queue/tickets/triagem ....................... ~ 0.14ms
  2026-01-23 15:17:19 /queue/tickets/triagem ....................... ~ 0.09ms
  2026-01-23 15:17:24 /queue/tickets/triagem ....................... ~ 0.17ms
  2026-01-23 15:17:29 /queue/tickets/triagem ....................... ~ 0.19ms
