nohup: ignoring input

   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server

nohup: ignoring input

   INFO  Server running on [http://0.0.0.0:8000].  

  Press Ctrl+C to stop the server

  2026-01-30 12:08:36 /painel/data ............................... ~ 500.35ms
  2026-01-30 12:08:39 /painel/data ............................... ~ 500.22ms
  2026-01-30 12:08:42 /painel/data ............................... ~ 500.31ms
  2026-01-30 12:08:45 /painel/data ............................... ~ 500.36ms
  2026-01-30 12:08:48 /painel/data ............................... ~ 500.21ms
  2026-01-30 12:08:51 /painel/data ............................... ~ 500.30ms
  2026-01-30 12:08:54 /painel/data ............................... ~ 500.31ms
  2026-01-30 12:08:57 /painel/data ............................... ~ 500.20ms
  2026-01-30 12:09:00 /painel/data ............................... ~ 500.32ms
  2026-01-30 12:09:03 /painel/data ............................... ~ 500.32ms
  2026-01-30 12:09:06 /painel/data ............................... ~ 500.35ms
  2026-01-30 12:09:09 /painel/data ............................... ~ 500.33ms
  2026-01-30 12:09:12 /painel/data ............................... ~ 500.34ms
  2026-01-30 12:09:15 /painel/data ............................... ~ 500.33ms
  2026-01-30 12:09:18 /painel/data ............................... ~ 500.31ms
  2026-01-30 12:09:21 /painel/data ................................. ~ 0.07ms
  2026-01-30 12:09:24 /painel/data ................................. ~ 0.08ms
  2026-01-30 12:09:27 /painel/data ............................... ~ 500.31ms
  2026-01-30 12:09:30 /painel/data ............................... ~ 500.36ms
  2026-01-30 12:09:33 /painel/data ............................... ~ 500.37ms
  2026-01-30 12:09:36 /painel/data ............................... ~ 500.41ms
  2026-01-30 12:09:36 /login ....................................... ~ 0.09ms
  2026-01-30 12:09:36 /images/login.png ............................ ~ 3.03ms
  2026-01-30 12:09:36 /favicon.ico ................................. ~ 0.03ms
  2026-01-30 12:09:39 /painel/data ................................. ~ 0.07ms
  2026-01-30 12:09:42 /painel/data ................................. ~ 0.09ms
  2026-01-30 12:09:45 /painel/data ............................... ~ 500.35ms
  2026-01-30 12:09:46 /login ....................................... ~ 0.11ms
  2026-01-30 12:09:46 /images/login.png ............................ ~ 0.04ms
  2026-01-30 12:09:46 /favicon.ico ................................. ~ 0.04ms
  2026-01-30 12:09:47 /login ....................................... ~ 0.11ms
  2026-01-30 12:09:47 /images/login.png ............................ ~ 0.03ms
  2026-01-30 12:09:47 /favicon.ico ................................. ~ 0.02ms
  2026-01-30 12:09:48 /painel/data ................................. ~ 0.08ms
  2026-01-30 12:09:51 /painel/data ................................. ~ 0.08ms
  2026-01-30 12:09:54 /painel/data ................................. ~ 0.14ms
  2026-01-30 12:09:57 /painel/data ................................. ~ 0.15ms
  2026-01-30 12:10:00 /painel/data ................................. ~ 0.14ms
  2026-01-30 12:10:03 /painel/data ................................. ~ 0.09ms
  2026-01-30 12:10:06 /painel/data ................................. ~ 0.11ms
  2026-01-30 12:10:09 /painel/data ................................. ~ 0.09ms
  2026-01-30 12:10:12 /painel/data ................................. ~ 0.08ms
  2026-01-30 12:10:15 /painel/data ................................. ~ 0.18ms
  2026-01-30 12:10:18 /painel/data ................................. ~ 0.10ms
  2026-01-30 12:10:21 /painel/data ................................. ~ 0.08ms
  2026-01-30 12:10:24 /painel/data ................................. ~ 0.08ms
  2026-01-30 12:10:27 /painel/data ................................. ~ 0.10ms
  2026-01-30 12:10:30 /painel/data ................................. ~ 0.11ms
  2026-01-30 12:10:33 /painel/data ................................. ~ 0.16ms
  2026-01-30 12:10:36 /painel/data ................................. ~ 0.09ms
  2026-01-30 12:10:39 /painel/data ................................. ~ 0.08ms
  2026-01-30 12:10:41 /login ....................................... ~ 0.28ms
  2026-01-30 12:10:41 /images/login.png ............................ ~ 0.03ms
  2026-01-30 12:10:41 /favicon.ico ................................. ~ 0.03ms
  2026-01-30 12:10:42 /painel/data ................................. ~ 0.06ms
  2026-01-30 12:10:45 /painel/data ................................. ~ 0.09ms
  2026-01-30 12:10:48 /painel/data ................................. ~ 0.07ms
  2026-01-30 12:10:51 /painel/data ................................. ~ 0.07ms
  2026-01-30 12:10:54 /painel/data ................................. ~ 0.08ms
  2026-01-30 12:10:57 /painel/data ................................. ~ 0.08ms
  2026-01-30 12:11:00 /painel/data ................................. ~ 0.07ms
  2026-01-30 12:11:00 /login ..................................... ~ 500.39ms
  2026-01-30 12:11:00 /images/login.png ............................ ~ 0.03ms
  2026-01-30 12:11:00 /favicon.ico ................................. ~ 0.03ms
  2026-01-30 12:11:03 /painel/data ................................. ~ 0.07ms
  2026-01-30 12:11:06 /painel/data ................................. ~ 2.37ms
  2026-01-30 12:11:06 /login ..................................... ~ 500.36ms
  2026-01-30 12:11:06 /images/login.png .......................... ~ 501.03ms
  2026-01-30 12:11:06 /favicon.ico ................................. ~ 0.03ms
  2026-01-30 12:11:07 /login ..................................... ~ 500.30ms
  2026-01-30 12:11:07 /images/login.png ............................ ~ 0.03ms
  2026-01-30 12:11:07 /favicon.ico ................................. ~ 0.03ms
  2026-01-30 12:11:09 /painel/data ................................. ~ 0.06ms
  2026-01-30 12:11:10 /login ..................................... ~ 500.36ms
  2026-01-30 12:11:10 /images/login.png ............................ ~ 0.03ms
  2026-01-30 12:11:10 /favicon.ico ................................. ~ 0.02ms
  2026-01-30 12:11:12 /painel/data ................................. ~ 0.12ms
  2026-01-30 12:11:15 /painel/data ................................. ~ 0.07ms
  2026-01-30 12:11:18 /painel/data ................................. ~ 2.83ms
  2026-01-30 12:11:18 /login ..................................... ~ 500.33ms
  2026-01-30 12:11:18 /images/login.png ............................ ~ 0.06ms
  2026-01-30 12:11:18 /favicon.ico ................................. ~ 0.03ms
  2026-01-30 12:11:21 /painel/data ................................. ~ 0.07ms
  2026-01-30 12:11:24 /painel/data ................................. ~ 0.07ms
  2026-01-30 12:11:26 /login ..................................... ~ 500.31ms
  2026-01-30 12:11:26 /images/login.png ............................ ~ 0.03ms
  2026-01-30 12:11:26 /favicon.ico ................................. ~ 0.03ms
  2026-01-30 12:11:27 /painel/data ................................. ~ 0.07ms
  2026-01-30 12:11:27 /login ....................................... ~ 0.03ms
  2026-01-30 12:11:27 /images/login.png ............................ ~ 0.04ms
  2026-01-30 12:11:27 /favicon.ico ................................. ~ 0.17ms
  2026-01-30 12:11:30 /painel/data ................................. ~ 0.13ms
  2026-01-30 12:11:33 /painel/data ................................. ~ 0.07ms
  2026-01-30 12:11:36 /painel/data ................................. ~ 0.07ms
  2026-01-30 12:11:39 /painel/data ................................. ~ 0.12ms
  2026-01-30 12:11:42 /painel/data ................................. ~ 0.07ms
  2026-01-30 12:11:45 /painel/data ................................. ~ 0.14ms
  2026-01-30 12:11:46 /login ....................................... ~ 0.07ms
  2026-01-30 12:11:46 /images/login.png ............................ ~ 0.03ms
  2026-01-30 12:11:46 /favicon.ico ................................. ~ 0.07ms
  2026-01-30 12:11:48 /painel/data ................................. ~ 0.07ms
  2026-01-30 12:11:51 /painel/data ................................. ~ 0.07ms
  2026-01-30 12:11:54 /painel/data ................................. ~ 0.13ms
  2026-01-30 12:11:55 /login ....................................... ~ 0.08ms
  2026-01-30 12:11:55 /images/login.png ............................ ~ 0.03ms
  2026-01-30 12:11:55 /favicon.ico ................................. ~ 0.13ms
  2026-01-30 12:11:57 /painel/data ................................. ~ 0.08ms
  2026-01-30 12:11:57 /login ....................................... ~ 0.03ms
  2026-01-30 12:11:57 /images/login.png ............................ ~ 0.03ms
  2026-01-30 12:11:57 /favicon.ico ................................. ~ 0.16ms
  2026-01-30 12:12:00 /painel/data ................................. ~ 0.13ms
  2026-01-30 12:12:03 /painel/data ................................. ~ 0.08ms
  2026-01-30 12:12:05 /login ....................................... ~ 0.08ms
  2026-01-30 12:12:05 /images/login.png ............................ ~ 0.03ms
  2026-01-30 12:12:05 /favicon.ico ................................. ~ 0.13ms
  2026-01-30 12:12:06 /painel/data ................................. ~ 0.14ms
  2026-01-30 12:12:09 /painel/data ................................. ~ 0.13ms
  2026-01-30 12:12:12 /painel/data ................................. ~ 0.17ms
  2026-01-30 12:12:15 /painel/data ................................. ~ 0.08ms
  2026-01-30 12:12:15 /login ....................................... ~ 0.03ms
  2026-01-30 12:12:15 /images/login.png ............................ ~ 0.02ms
  2026-01-30 12:12:15 /favicon.ico ................................. ~ 0.07ms
  2026-01-30 12:12:16 /login ....................................... ~ 0.09ms
  2026-01-30 12:12:16 /images/login.png ............................ ~ 0.03ms
  2026-01-30 12:12:16 /favicon.ico ................................. ~ 0.02ms
  2026-01-30 12:12:18 /painel/data ................................. ~ 0.08ms
  2026-01-30 12:12:18 /login ....................................... ~ 0.03ms
  2026-01-30 12:12:18 /images/login.png ............................ ~ 0.04ms
  2026-01-30 12:12:18 /favicon.ico ................................. ~ 0.13ms
  2026-01-30 12:12:19 /login ....................................... ~ 1.43ms
  2026-01-30 12:12:19 /images/login.png ............................ ~ 0.05ms
  2026-01-30 12:12:19 /favicon.ico ................................. ~ 0.10ms
  2026-01-30 12:12:21 /painel/data ................................. ~ 0.08ms
  2026-01-30 12:12:24 /painel/data ................................. ~ 0.08ms
  2026-01-30 12:12:27 /painel/data ................................. ~ 0.11ms
  2026-01-30 12:12:30 /painel/data ................................. ~ 0.09ms
  2026-01-30 12:12:30 /favicon.ico ................................. ~ 0.17ms
  2026-01-30 12:12:30 /queue/atendimento ............................... ~ 3s
  2026-01-30 12:12:34 /dashboard ................................... ~ 0.04ms
  2026-01-30 12:12:34 /dashboard ................................... ~ 0.27ms
  2026-01-30 12:12:34 /login ....................................... ~ 0.02ms
  2026-01-30 12:12:34 /images/login.png ............................ ~ 0.16ms
  2026-01-30 12:12:34 /favicon.ico ................................. ~ 3.50ms
  2026-01-30 12:12:34 /favicon.ico ................................. ~ 1.15ms
  2026-01-30 12:12:38 /queue/atendimento ........................... ~ 0.10ms
  2026-01-30 12:12:38 /queue/tickets/atendimento ................... ~ 0.33ms
  2026-01-30 12:12:38 /favicon.ico ................................. ~ 0.02ms
  2026-01-30 12:12:39 /adminPanel ................................ ~ 500.34ms
  2026-01-30 12:12:39 /favicon.ico ................................. ~ 0.03ms
  2026-01-30 12:12:40 /login ....................................... ~ 0.07ms
  2026-01-30 12:12:40 /images/login.png ............................ ~ 0.03ms
  2026-01-30 12:12:40 /favicon.ico ................................. ~ 0.03ms
  2026-01-30 12:12:51 /logout .................................... ~ 500.38ms
  2026-01-30 12:12:51 / ............................................ ~ 2.12ms
  2026-01-30 12:12:51 /login ....................................... ~ 0.03ms
  2026-01-30 12:12:51 /images/login.png ............................ ~ 0.03ms
  2026-01-30 12:12:51 /favicon.ico ................................. ~ 0.02ms
  2026-01-30 12:13:02 /login ....................................... ~ 0.11ms
  2026-01-30 12:13:02 / ............................................ ~ 0.45ms
  2026-01-30 12:13:03 /images/triagemico.png ....................... ~ 0.05ms
  2026-01-30 12:13:03 /images/atendenteico.png ..................... ~ 0.21ms
  2026-01-30 12:13:03 /images/graficoico.png ....................... ~ 0.36ms
  2026-01-30 12:13:03 /images/painel.png ........................... ~ 3.38ms
  2026-01-30 12:13:03 /images/painel_tickets.png ................... ~ 3.58ms
  2026-01-30 12:13:03 /favicon.ico ................................. ~ 0.03ms
  2026-01-30 12:13:05 /adminPanel .................................. ~ 0.15ms
  2026-01-30 12:13:06 /favicon.ico ................................. ~ 0.46ms
  2026-01-30 12:13:11 /logout ...................................... ~ 0.10ms
  2026-01-30 12:13:11 / ............................................ ~ 0.41ms
  2026-01-30 12:13:11 /login ....................................... ~ 0.03ms
  2026-01-30 12:13:11 /images/login.png ............................ ~ 0.12ms
  2026-01-30 12:13:11 /favicon.ico ................................. ~ 0.06ms
  2026-01-30 12:13:19 /login ..................................... ~ 500.36ms
  2026-01-30 12:13:19 / .......................................... ~ 502.91ms
  2026-01-30 12:13:19 /images/triagemico.png ....................... ~ 0.04ms
  2026-01-30 12:13:19 /images/atendenteico.png ..................... ~ 0.20ms
  2026-01-30 12:13:19 /favicon.ico ................................. ~ 0.02ms
  2026-01-30 12:13:21 /queue/atendimento ........................... ~ 0.10ms
  2026-01-30 12:13:22 /selecionar-guiche ........................... ~ 0.34ms
  2026-01-30 12:13:22 /images/atendenteico.png ..................... ~ 0.03ms
  2026-01-30 12:13:22 /favicon.ico ................................. ~ 0.02ms
  2026-01-30 12:13:26 /selecionar-guiche ........................... ~ 0.08ms
  2026-01-30 12:13:26 /queue/atendimento ........................... ~ 0.03ms
  2026-01-30 12:13:27 /queue/tickets/atendimento ................... ~ 0.02ms
  2026-01-30 12:13:27 /favicon.ico ................................. ~ 0.03ms
  2026-01-30 12:13:32 /queue/tickets/atendimento ................... ~ 0.13ms
  2026-01-30 12:13:37 /queue/tickets/atendimento ................... ~ 0.16ms
  2026-01-30 12:13:42 /queue/tickets/atendimento ................... ~ 0.16ms
  2026-01-30 12:13:47 /queue/tickets/atendimento ................... ~ 0.10ms
  2026-01-30 12:13:52 /queue/tickets/atendimento ................... ~ 0.09ms
  2026-01-30 12:13:57 /queue/tickets/atendimento ................... ~ 0.08ms
  2026-01-30 12:14:02 /queue/tickets/atendimento ................... ~ 0.20ms
  2026-01-30 12:14:07 /queue/tickets/atendimento ................... ~ 0.15ms
  2026-01-30 12:14:12 /queue/tickets/atendimento ................... ~ 0.20ms
  2026-01-30 12:14:17 /queue/tickets/atendimento ................... ~ 0.08ms
  2026-01-30 12:14:22 /queue/tickets/atendimento ................... ~ 0.08ms
  2026-01-30 12:14:27 /queue/tickets/atendimento ................... ~ 2.12ms
  2026-01-30 12:14:32 /queue/tickets/atendimento ................... ~ 0.10ms
  2026-01-30 12:14:37 /queue/tickets/atendimento ................... ~ 0.08ms
  2026-01-30 12:14:42 /queue/tickets/atendimento ................... ~ 0.15ms
  2026-01-30 12:14:47 /queue/tickets/atendimento ................... ~ 0.19ms
  2026-01-30 12:14:52 /queue/tickets/atendimento ................... ~ 0.09ms
  2026-01-30 12:14:57 /queue/tickets/atendimento ................... ~ 0.13ms
  2026-01-30 12:15:02 /queue/tickets/atendimento ................... ~ 0.14ms
  2026-01-30 12:15:07 /queue/tickets/atendimento ................... ~ 0.18ms
  2026-01-30 12:15:12 /queue/tickets/atendimento ................... ~ 0.16ms
  2026-01-30 12:15:17 /queue/tickets/atendimento ................... ~ 0.15ms
  2026-01-30 12:15:22 /queue/tickets/atendimento ................... ~ 0.11ms
  2026-01-30 12:15:27 /queue/tickets/atendimento ................... ~ 0.13ms
  2026-01-30 12:15:32 /queue/tickets/atendimento ................... ~ 0.15ms
  2026-01-30 12:15:37 /queue/tickets/atendimento ................... ~ 0.08ms
  2026-01-30 12:15:42 /queue/tickets/atendimento ................... ~ 0.08ms
  2026-01-30 12:15:50 /queue/tickets/atendimento ................... ~ 0.18ms
  2026-01-30 12:16:50 /queue/tickets/atendimento ................... ~ 0.11ms
  2026-01-30 12:17:50 /queue/tickets/atendimento ................. ~ 500.35ms
  2026-01-30 12:18:50 /queue/tickets/atendimento ................. ~ 500.30ms
  2026-01-30 12:19:50 /queue/tickets/atendimento ................. ~ 500.22ms
  2026-01-30 12:20:50 /queue/tickets/atendimento ................. ~ 500.24ms
  2026-01-30 12:21:50 /queue/tickets/atendimento ................... ~ 0.09ms
  2026-01-30 12:22:50 /queue/tickets/atendimento ................... ~ 0.11ms
  2026-01-30 12:23:50 /queue/tickets/atendimento ................... ~ 0.15ms
  2026-01-30 12:24:50 /queue/tickets/atendimento ................... ~ 0.12ms
  2026-01-30 12:25:50 /queue/tickets/atendimento ................... ~ 0.40ms
  2026-01-30 12:26:25 /queue/tickets/atendimento ................... ~ 0.09ms
  2026-01-30 12:26:27 /queue/tickets/atendimento ................. ~ 500.23ms
  2026-01-30 12:26:32 /queue/tickets/atendimento ................... ~ 0.11ms
  2026-01-30 12:26:37 /queue/tickets/atendimento ................... ~ 0.10ms
  2026-01-30 12:26:42 /queue/tickets/atendimento ................... ~ 0.14ms
  2026-01-30 12:26:47 /queue/tickets/atendimento ................... ~ 0.15ms
  2026-01-30 12:26:52 /queue/tickets/atendimento ................... ~ 0.09ms
  2026-01-30 12:26:57 /queue/tickets/atendimento ................... ~ 0.11ms
  2026-01-30 12:27:02 /queue/tickets/atendimento ................... ~ 0.09ms
  2026-01-30 12:27:07 /queue/tickets/atendimento ................... ~ 0.09ms
  2026-01-30 12:27:12 /queue/tickets/atendimento ................... ~ 0.56ms
  2026-01-30 12:27:17 /queue/tickets/atendimento ................... ~ 0.10ms
  2026-01-30 12:27:22 /queue/tickets/atendimento ................... ~ 0.16ms
  2026-01-30 12:27:27 /queue/tickets/atendimento ................... ~ 0.14ms
  2026-01-30 12:27:50 /queue/tickets/atendimento ................... ~ 0.09ms
  2026-01-30 12:28:50 /queue/tickets/atendimento ................... ~ 0.14ms
  2026-01-30 12:29:50 /queue/tickets/atendimento ................... ~ 0.10ms
  2026-01-30 12:30:33 /queue/tickets/atendimento ................... ~ 0.46ms
  2026-01-30 12:30:37 /queue/tickets/atendimento ................... ~ 0.10ms
  2026-01-30 12:30:42 /queue/tickets/atendimento ................... ~ 0.11ms
  2026-01-30 12:30:47 /queue/tickets/atendimento ................... ~ 0.11ms
  2026-01-30 12:30:52 /queue/tickets/atendimento ................... ~ 0.09ms
  2026-01-30 12:30:57 /queue/tickets/atendimento ................... ~ 0.16ms
  2026-01-30 12:31:02 /queue/tickets/atendimento ................... ~ 0.10ms
  2026-01-30 12:31:07 /queue/tickets/atendimento ................... ~ 0.09ms
  2026-01-30 12:31:12 /queue/tickets/atendimento ................... ~ 0.08ms
  2026-01-30 12:31:17 /queue/tickets/atendimento ................... ~ 0.09ms
  2026-01-30 12:31:22 /queue/tickets/atendimento ................... ~ 0.09ms
  2026-01-30 12:31:27 /queue/tickets/atendimento ................... ~ 0.12ms
  2026-01-30 12:31:32 /queue/tickets/atendimento ................... ~ 0.16ms
  2026-01-30 12:31:50 /queue/tickets/atendimento ................... ~ 0.10ms
  2026-01-30 12:32:28 /queue/tickets/atendimento ................... ~ 0.11ms
  2026-01-30 12:32:32 /queue/tickets/atendimento ................... ~ 0.10ms
  2026-01-30 12:32:37 /queue/tickets/atendimento ................... ~ 0.10ms
  2026-01-30 12:32:42 /queue/tickets/atendimento ................... ~ 0.09ms
  2026-01-30 12:32:47 /queue/tickets/atendimento ................... ~ 0.19ms
  2026-01-30 12:32:52 /queue/tickets/atendimento ................... ~ 3.22ms
  2026-01-30 12:32:57 /queue/tickets/atendimento ................... ~ 0.10ms
  2026-01-30 12:33:02 /queue/tickets/atendimento ................... ~ 0.09ms
  2026-01-30 12:33:07 /queue/tickets/atendimento ................... ~ 0.15ms
  2026-01-30 12:33:12 /queue/tickets/atendimento ................... ~ 0.11ms
  2026-01-30 12:33:17 /queue/tickets/atendimento ................... ~ 0.11ms
  2026-01-30 12:33:22 /queue/tickets/atendimento ................... ~ 0.16ms
  2026-01-30 12:33:27 /queue/tickets/atendimento ................... ~ 0.16ms
  2026-01-30 12:33:50 /queue/tickets/atendimento ................... ~ 0.10ms
  2026-01-30 12:34:41 /queue/tickets/atendimento ................... ~ 0.09ms
  2026-01-30 12:34:42 /queue/tickets/atendimento ................... ~ 0.17ms
  2026-01-30 12:34:47 /queue/tickets/atendimento ................... ~ 0.09ms
  2026-01-30 12:34:52 /queue/tickets/atendimento ................... ~ 0.14ms
  2026-01-30 12:34:57 /queue/tickets/atendimento ................... ~ 0.14ms
  2026-01-30 12:35:02 /queue/tickets/atendimento ................... ~ 0.13ms
  2026-01-30 12:35:07 /queue/tickets/atendimento ................... ~ 0.09ms
  2026-01-30 12:35:12 /queue/tickets/atendimento ................... ~ 0.17ms
  2026-01-30 12:35:17 /queue/tickets/atendimento ................... ~ 0.08ms
  2026-01-30 12:35:22 /queue/tickets/atendimento ................... ~ 0.14ms
  2026-01-30 12:35:27 /queue/tickets/atendimento ................... ~ 0.14ms
  2026-01-30 12:35:32 /queue/tickets/atendimento ................... ~ 0.15ms
  2026-01-30 12:35:37 /queue/tickets/atendimento ................... ~ 0.09ms
  2026-01-30 12:35:42 /queue/tickets/atendimento ................... ~ 0.10ms
  2026-01-30 12:35:47 /queue/tickets/atendimento ................... ~ 0.14ms
  2026-01-30 12:35:52 /queue/tickets/atendimento ................... ~ 0.14ms
  2026-01-30 12:35:57 /queue/tickets/atendimento ................... ~ 0.14ms
  2026-01-30 12:36:50 /queue/tickets/atendimento ................... ~ 0.14ms
  2026-01-30 12:37:50 /queue/tickets/atendimento ................... ~ 0.15ms
  2026-01-30 12:38:50 /queue/tickets/atendimento ................... ~ 0.10ms
  2026-01-30 12:39:50 /queue/tickets/atendimento ................... ~ 0.15ms
  2026-01-30 12:40:50 /queue/tickets/atendimento ................... ~ 0.10ms
  2026-01-30 12:41:50 /queue/tickets/atendimento ................... ~ 0.12ms
  2026-01-30 12:42:50 /queue/tickets/atendimento ................... ~ 0.14ms
  2026-01-30 12:43:50 /queue/tickets/atendimento ................... ~ 0.16ms
  2026-01-30 12:44:50 /queue/tickets/atendimento ................... ~ 0.10ms
  2026-01-30 12:45:50 /queue/tickets/atendimento ................. ~ 500.22ms
  2026-01-30 12:46:50 /queue/tickets/atendimento ................. ~ 500.33ms
  2026-01-30 12:47:50 /queue/tickets/atendimento ................... ~ 0.09ms
  2026-01-30 12:48:50 /queue/tickets/atendimento ................. ~ 500.26ms
  2026-01-30 12:49:50 /queue/tickets/atendimento ................... ~ 0.09ms
  2026-01-30 12:50:50 /queue/tickets/atendimento ................... ~ 0.10ms
  2026-01-30 12:51:50 /queue/tickets/atendimento ................... ~ 0.10ms
  2026-01-30 12:52:50 /queue/tickets/atendimento ................. ~ 500.39ms
  2026-01-30 12:53:50 /queue/tickets/atendimento ................... ~ 0.14ms
  2026-01-30 12:54:50 /queue/tickets/atendimento ................... ~ 0.10ms
  2026-01-30 12:55:50 /queue/tickets/atendimento ................... ~ 0.09ms
  2026-01-30 12:55:59 /queue/tickets/atendimento ................... ~ 0.09ms
  2026-01-30 12:56:02 /queue/tickets/atendimento ................... ~ 0.09ms
  2026-01-30 12:56:07 /queue/tickets/atendimento ................... ~ 0.09ms
  2026-01-30 12:56:12 /queue/tickets/atendimento ................... ~ 0.15ms
  2026-01-30 12:56:17 /queue/tickets/atendimento ................... ~ 0.15ms
  2026-01-30 12:56:22 /queue/tickets/atendimento ................... ~ 0.15ms
  2026-01-30 12:56:27 /queue/tickets/atendimento ................... ~ 0.15ms
  2026-01-30 12:56:32 /queue/tickets/atendimento ................... ~ 0.15ms
  2026-01-30 12:56:37 /queue/tickets/atendimento ................... ~ 0.09ms
  2026-01-30 12:56:42 /queue/tickets/atendimento ................... ~ 0.18ms
  2026-01-30 12:56:47 /queue/tickets/atendimento ................... ~ 0.09ms
  2026-01-30 12:56:52 /queue/tickets/atendimento ................... ~ 0.16ms
  2026-01-30 12:56:57 /queue/tickets/atendimento ................... ~ 0.10ms
  2026-01-30 12:57:02 /queue/tickets/atendimento ................... ~ 0.16ms
  2026-01-30 12:57:07 /queue/tickets/atendimento ................... ~ 0.10ms
  2026-01-30 12:57:12 /queue/tickets/atendimento ................... ~ 0.09ms
  2026-01-30 12:57:17 /queue/tickets/atendimento ................... ~ 0.18ms
  2026-01-30 12:57:50 /queue/tickets/atendimento ................... ~ 0.14ms
  2026-01-30 12:58:31 /queue/tickets/atendimento ................... ~ 0.18ms
  2026-01-30 12:58:37 /queue/tickets/atendimento ................... ~ 0.10ms
  2026-01-30 12:58:42 /queue/tickets/atendimento ................... ~ 0.10ms
  2026-01-30 12:58:47 /queue/tickets/atendimento ................... ~ 0.09ms
  2026-01-30 12:58:52 /queue/tickets/atendimento ................... ~ 0.14ms
  2026-01-30 12:58:57 /queue/tickets/atendimento ................... ~ 0.14ms
  2026-01-30 12:59:02 /queue/tickets/atendimento ................... ~ 0.16ms
  2026-01-30 12:59:07 /queue/tickets/atendimento ................... ~ 0.08ms
  2026-01-30 12:59:12 /queue/tickets/atendimento ................... ~ 0.10ms
  2026-01-30 12:59:17 /queue/tickets/atendimento ................... ~ 0.09ms
  2026-01-30 12:59:22 /queue/tickets/atendimento ................... ~ 0.10ms
  2026-01-30 12:59:27 /queue/tickets/atendimento ................... ~ 0.14ms
  2026-01-30 12:59:32 /queue/tickets/atendimento ................... ~ 0.10ms
  2026-01-30 12:59:37 /queue/tickets/atendimento ................... ~ 0.09ms
  2026-01-30 12:59:42 /queue/tickets/atendimento ................... ~ 0.10ms
  2026-01-30 12:59:47 /queue/tickets/atendimento ................... ~ 0.08ms
  2026-01-30 12:59:52 /queue/tickets/atendimento ................... ~ 0.16ms
  2026-01-30 12:59:57 /queue/tickets/atendimento ................... ~ 0.08ms
  2026-01-30 13:00:02 /queue/tickets/atendimento ................... ~ 0.14ms
  2026-01-30 13:00:07 /queue/tickets/atendimento ................... ~ 0.16ms
  2026-01-30 13:00:12 /queue/tickets/atendimento ................... ~ 0.08ms
  2026-01-30 13:00:17 /queue/tickets/atendimento ................... ~ 0.08ms
  2026-01-30 13:00:22 /queue/tickets/atendimento ................... ~ 0.13ms
  2026-01-30 13:00:27 /queue/tickets/atendimento ................... ~ 0.15ms
  2026-01-30 13:00:32 /queue/tickets/atendimento ................... ~ 0.08ms
  2026-01-30 13:00:34 / ............................................ ~ 0.16ms
  2026-01-30 13:00:34 /images/triagemico.png ....................... ~ 0.72ms
  2026-01-30 13:00:34 /images/atendenteico.png ..................... ~ 2.26ms
  2026-01-30 13:00:34 /favicon.ico ................................. ~ 0.03ms
  2026-01-30 13:00:35 /queue/atendimento ........................... ~ 0.08ms
  2026-01-30 13:00:35 /queue/tickets/atendimento ................... ~ 0.43ms
  2026-01-30 13:00:35 /favicon.ico ................................. ~ 0.02ms
  2026-01-30 13:00:40 /queue/tickets/atendimento ................. ~ 500.35ms
  2026-01-30 13:00:45 /queue/tickets/atendimento ................... ~ 0.13ms
  2026-01-30 13:00:50 /queue/tickets/atendimento ................... ~ 0.13ms
  2026-01-30 13:00:55 /queue/tickets/atendimento ................... ~ 0.08ms
  2026-01-30 13:01:00 /queue/tickets/atendimento ................... ~ 0.09ms
  2026-01-30 13:01:05 /queue/tickets/atendimento ................... ~ 0.12ms
  2026-01-30 13:01:10 /queue/tickets/atendimento ................... ~ 0.09ms
  2026-01-30 13:01:15 /queue/tickets/atendimento ................... ~ 0.21ms
  2026-01-30 13:01:20 /queue/tickets/atendimento ................... ~ 0.18ms
  2026-01-30 13:01:25 /queue/tickets/atendimento ................... ~ 0.18ms
  2026-01-30 13:01:30 /queue/tickets/atendimento ................... ~ 0.09ms
  2026-01-30 13:01:35 /queue/tickets/atendimento ................... ~ 0.32ms
  2026-01-30 13:01:40 /queue/tickets/atendimento ................... ~ 0.13ms
  2026-01-30 13:01:50 /queue/tickets/atendimento ................... ~ 0.09ms
  2026-01-30 13:02:50 /queue/tickets/atendimento ................... ~ 0.11ms
  2026-01-30 13:03:50 /queue/tickets/atendimento ................... ~ 0.17ms
  2026-01-30 13:04:50 /queue/tickets/atendimento ................... ~ 0.18ms
  2026-01-30 13:05:50 /queue/tickets/atendimento ................... ~ 0.09ms
  2026-01-30 13:06:50 /queue/tickets/atendimento ................... ~ 0.10ms
  2026-01-30 13:07:50 /queue/tickets/atendimento ................... ~ 0.18ms
  2026-01-30 13:08:50 /queue/tickets/atendimento ................... ~ 0.11ms
  2026-01-30 13:08:59 /queue/tickets/atendimento ................... ~ 0.17ms
  2026-01-30 13:09:00 /queue/tickets/atendimento ................... ~ 0.12ms
  2026-01-30 13:09:05 /queue/tickets/atendimento ................... ~ 0.15ms
  2026-01-30 13:09:10 /queue/tickets/atendimento ................... ~ 0.10ms
  2026-01-30 13:09:15 /queue/tickets/atendimento ................... ~ 0.09ms
  2026-01-30 13:09:20 /queue/tickets/atendimento ................... ~ 0.17ms
  2026-01-30 13:09:25 /queue/tickets/atendimento ................... ~ 0.17ms
